,Vehicles,Month,Day,Hour,Vehicles_lag_1,Vehicles_lag_2
2016-08-07 12:00:00,31,8,7,12,33.0,29.0
2016-08-07 13:00:00,32,8,7,13,31.0,33.0
2016-08-07 14:00:00,29,8,7,14,32.0,31.0
2016-08-07 15:00:00,29,8,7,15,29.0,32.0
2016-08-07 16:00:00,30,8,7,16,29.0,29.0
2016-08-07 17:00:00,33,8,7,17,30.0,29.0
2016-08-07 18:00:00,33,8,7,18,33.0,30.0
2016-08-07 19:00:00,35,8,7,19,33.0,33.0
2016-08-07 20:00:00,33,8,7,20,35.0,33.0
2016-08-07 21:00:00,34,8,7,21,33.0,35.0
2016-08-07 22:00:00,37,8,7,22,34.0,33.0
2016-08-07 23:00:00,37,8,7,23,37.0,34.0
2016-08-08 00:00:00,36,8,8,0,37.0,37.0
2016-08-08 01:00:00,28,8,8,1,36.0,37.0
2016-08-08 02:00:00,26,8,8,2,28.0,36.0
2016-08-08 03:00:00,23,8,8,3,26.0,28.0
2016-08-08 04:00:00,19,8,8,4,23.0,26.0
2016-08-08 05:00:00,17,8,8,5,19.0,23.0
2016-08-08 06:00:00,24,8,8,6,17.0,19.0
2016-08-08 07:00:00,27,8,8,7,24.0,17.0
2016-08-08 08:00:00,31,8,8,8,27.0,24.0
2016-08-08 09:00:00,36,8,8,9,31.0,27.0
2016-08-08 10:00:00,50,8,8,10,36.0,31.0
2016-08-08 11:00:00,72,8,8,11,50.0,36.0
2016-08-08 12:00:00,70,8,8,12,72.0,50.0
2016-08-08 13:00:00,58,8,8,13,70.0,72.0
2016-08-08 14:00:00,66,8,8,14,58.0,70.0
2016-08-08 15:00:00,69,8,8,15,66.0,58.0
2016-08-08 16:00:00,66,8,8,16,69.0,66.0
2016-08-08 17:00:00,66,8,8,17,66.0,69.0
2016-08-08 18:00:00,70,8,8,18,66.0,66.0
2016-08-08 19:00:00,66,8,8,19,70.0,66.0
2016-08-08 20:00:00,66,8,8,20,66.0,70.0
2016-08-08 21:00:00,58,8,8,21,66.0,66.0
2016-08-08 22:00:00,62,8,8,22,58.0,66.0
2016-08-08 23:00:00,54,8,8,23,62.0,58.0
2016-08-09 00:00:00,49,8,9,0,54.0,62.0
2016-08-09 01:00:00,40,8,9,1,49.0,54.0
2016-08-09 02:00:00,34,8,9,2,40.0,49.0
2016-08-09 03:00:00,26,8,9,3,34.0,40.0
2016-08-09 04:00:00,24,8,9,4,26.0,34.0
2016-08-09 05:00:00,23,8,9,5,24.0,26.0
2016-08-09 06:00:00,28,8,9,6,23.0,24.0
2016-08-09 07:00:00,29,8,9,7,28.0,23.0
2016-08-09 08:00:00,36,8,9,8,29.0,28.0
2016-08-09 09:00:00,38,8,9,9,36.0,29.0
2016-08-09 10:00:00,50,8,9,10,38.0,36.0
2016-08-09 11:00:00,55,8,9,11,50.0,38.0
2016-08-09 12:00:00,61,8,9,12,55.0,50.0
2016-08-09 13:00:00,51,8,9,13,61.0,55.0
2016-08-09 14:00:00,57,8,9,14,51.0,61.0
2016-08-09 15:00:00,55,8,9,15,57.0,51.0
2016-08-09 16:00:00,60,8,9,16,55.0,57.0
2016-08-09 17:00:00,56,8,9,17,60.0,55.0
2016-08-09 18:00:00,60,8,9,18,56.0,60.0
2016-08-09 19:00:00,70,8,9,19,60.0,56.0
2016-08-09 20:00:00,67,8,9,20,70.0,60.0
2016-08-09 21:00:00,59,8,9,21,67.0,70.0
2016-08-09 22:00:00,54,8,9,22,59.0,67.0
2016-08-09 23:00:00,53,8,9,23,54.0,59.0
2016-08-10 00:00:00,48,8,10,0,53.0,54.0
2016-08-10 01:00:00,37,8,10,1,48.0,53.0
2016-08-10 02:00:00,34,8,10,2,37.0,48.0
2016-08-10 03:00:00,27,8,10,3,34.0,37.0
2016-08-10 04:00:00,22,8,10,4,27.0,34.0
2016-08-10 05:00:00,25,8,10,5,22.0,27.0
2016-08-10 06:00:00,23,8,10,6,25.0,22.0
2016-08-10 07:00:00,29,8,10,7,23.0,25.0
2016-08-10 08:00:00,35,8,10,8,29.0,23.0
2016-08-10 09:00:00,41,8,10,9,35.0,29.0
2016-08-10 10:00:00,50,8,10,10,41.0,35.0
2016-08-10 11:00:00,55,8,10,11,50.0,41.0
2016-08-10 12:00:00,60,8,10,12,55.0,50.0
2016-08-10 13:00:00,52,8,10,13,60.0,55.0
2016-08-10 14:00:00,58,8,10,14,52.0,60.0
2016-08-10 15:00:00,57,8,10,15,58.0,52.0
2016-08-10 16:00:00,50,8,10,16,57.0,58.0
2016-08-10 17:00:00,55,8,10,17,50.0,57.0
2016-08-10 18:00:00,62,8,10,18,55.0,50.0
2016-08-10 19:00:00,61,8,10,19,62.0,55.0
2016-08-10 20:00:00,58,8,10,20,61.0,62.0
2016-08-10 21:00:00,51,8,10,21,58.0,61.0
2016-08-10 22:00:00,51,8,10,22,51.0,58.0
2016-08-10 23:00:00,53,8,10,23,51.0,51.0
2016-08-11 00:00:00,40,8,11,0,53.0,51.0
2016-08-11 01:00:00,34,8,11,1,40.0,53.0
2016-08-11 02:00:00,30,8,11,2,34.0,40.0
2016-08-11 03:00:00,27,8,11,3,30.0,34.0
2016-08-11 04:00:00,20,8,11,4,27.0,30.0
2016-08-11 05:00:00,24,8,11,5,20.0,27.0
2016-08-11 06:00:00,25,8,11,6,24.0,20.0
2016-08-11 07:00:00,27,8,11,7,25.0,24.0
2016-08-11 08:00:00,31,8,11,8,27.0,25.0
2016-08-11 09:00:00,37,8,11,9,31.0,27.0
2016-08-11 10:00:00,44,8,11,10,37.0,31.0
2016-08-11 11:00:00,63,8,11,11,44.0,37.0
2016-08-11 12:00:00,65,8,11,12,63.0,44.0
2016-08-11 13:00:00,53,8,11,13,65.0,63.0
2016-08-11 14:00:00,58,8,11,14,53.0,65.0
2016-08-11 15:00:00,59,8,11,15,58.0,53.0
2016-08-11 16:00:00,55,8,11,16,59.0,58.0
2016-08-11 17:00:00,61,8,11,17,55.0,59.0
2016-08-11 18:00:00,59,8,11,18,61.0,55.0
2016-08-11 19:00:00,63,8,11,19,59.0,61.0
2016-08-11 20:00:00,57,8,11,20,63.0,59.0
2016-08-11 21:00:00,52,8,11,21,57.0,63.0
2016-08-11 22:00:00,57,8,11,22,52.0,57.0
2016-08-11 23:00:00,52,8,11,23,57.0,52.0
2016-08-12 00:00:00,49,8,12,0,52.0,57.0
2016-08-12 01:00:00,35,8,12,1,49.0,52.0
2016-08-12 02:00:00,33,8,12,2,35.0,49.0
2016-08-12 03:00:00,27,8,12,3,33.0,35.0
2016-08-12 04:00:00,24,8,12,4,27.0,33.0
2016-08-12 05:00:00,22,8,12,5,24.0,27.0
2016-08-12 06:00:00,26,8,12,6,22.0,24.0
2016-08-12 07:00:00,31,8,12,7,26.0,22.0
2016-08-12 08:00:00,34,8,12,8,31.0,26.0
2016-08-12 09:00:00,38,8,12,9,34.0,31.0
2016-08-12 10:00:00,52,8,12,10,38.0,34.0
2016-08-12 11:00:00,60,8,12,11,52.0,38.0
2016-08-12 12:00:00,60,8,12,12,60.0,52.0
2016-08-12 13:00:00,49,8,12,13,60.0,60.0
2016-08-12 14:00:00,53,8,12,14,49.0,60.0
2016-08-12 15:00:00,54,8,12,15,53.0,49.0
2016-08-12 16:00:00,49,8,12,16,54.0,53.0
2016-08-12 17:00:00,55,8,12,17,49.0,54.0
2016-08-12 18:00:00,54,8,12,18,55.0,49.0
2016-08-12 19:00:00,53,8,12,19,54.0,55.0
2016-08-12 20:00:00,53,8,12,20,53.0,54.0
2016-08-12 21:00:00,49,8,12,21,53.0,53.0
2016-08-12 22:00:00,47,8,12,22,49.0,53.0
2016-08-12 23:00:00,46,8,12,23,47.0,49.0
2016-08-13 00:00:00,37,8,13,0,46.0,47.0
2016-08-13 01:00:00,34,8,13,1,37.0,46.0
2016-08-13 02:00:00,25,8,13,2,34.0,37.0
2016-08-13 03:00:00,25,8,13,3,25.0,34.0
2016-08-13 04:00:00,19,8,13,4,25.0,25.0
2016-08-13 05:00:00,16,8,13,5,19.0,25.0
2016-08-13 06:00:00,15,8,13,6,16.0,19.0
2016-08-13 07:00:00,21,8,13,7,15.0,16.0
2016-08-13 08:00:00,19,8,13,8,21.0,15.0
2016-08-13 09:00:00,22,8,13,9,19.0,21.0
2016-08-13 10:00:00,30,8,13,10,22.0,19.0
2016-08-13 11:00:00,32,8,13,11,30.0,22.0
2016-08-13 12:00:00,32,8,13,12,32.0,30.0
2016-08-13 13:00:00,27,8,13,13,32.0,32.0
2016-08-13 14:00:00,28,8,13,14,27.0,32.0
2016-08-13 15:00:00,26,8,13,15,28.0,27.0
2016-08-13 16:00:00,27,8,13,16,26.0,28.0
2016-08-13 17:00:00,26,8,13,17,27.0,26.0
2016-08-13 18:00:00,29,8,13,18,26.0,27.0
2016-08-13 19:00:00,39,8,13,19,29.0,26.0
2016-08-13 20:00:00,37,8,13,20,39.0,29.0
2016-08-13 21:00:00,33,8,13,21,37.0,39.0
2016-08-13 22:00:00,37,8,13,22,33.0,37.0
2016-08-13 23:00:00,39,8,13,23,37.0,33.0
2016-08-14 00:00:00,30,8,14,0,39.0,37.0
2016-08-14 01:00:00,23,8,14,1,30.0,39.0
2016-08-14 02:00:00,22,8,14,2,23.0,30.0
2016-08-14 03:00:00,17,8,14,3,22.0,23.0
2016-08-14 04:00:00,16,8,14,4,17.0,22.0
2016-08-14 05:00:00,17,8,14,5,16.0,17.0
2016-08-14 06:00:00,17,8,14,6,17.0,16.0
2016-08-14 07:00:00,21,8,14,7,17.0,17.0
2016-08-14 08:00:00,23,8,14,8,21.0,17.0
2016-08-14 09:00:00,25,8,14,9,23.0,21.0
2016-08-14 10:00:00,31,8,14,10,25.0,23.0
2016-08-14 11:00:00,30,8,14,11,31.0,25.0
2016-08-14 12:00:00,28,8,14,12,30.0,31.0
2016-08-14 13:00:00,29,8,14,13,28.0,30.0
2016-08-14 14:00:00,31,8,14,14,29.0,28.0
2016-08-14 15:00:00,29,8,14,15,31.0,29.0
2016-08-14 16:00:00,30,8,14,16,29.0,31.0
2016-08-14 17:00:00,31,8,14,17,30.0,29.0
2016-08-14 18:00:00,33,8,14,18,31.0,30.0
2016-08-14 19:00:00,45,8,14,19,33.0,31.0
2016-08-14 20:00:00,39,8,14,20,45.0,33.0
2016-08-14 21:00:00,36,8,14,21,39.0,45.0
2016-08-14 22:00:00,34,8,14,22,36.0,39.0
2016-08-14 23:00:00,33,8,14,23,34.0,36.0
2016-08-15 00:00:00,31,8,15,0,33.0,34.0
2016-08-15 01:00:00,31,8,15,1,31.0,33.0
2016-08-15 02:00:00,24,8,15,2,31.0,31.0
2016-08-15 03:00:00,21,8,15,3,24.0,31.0
2016-08-15 04:00:00,19,8,15,4,21.0,24.0
2016-08-15 05:00:00,20,8,15,5,19.0,21.0
2016-08-15 06:00:00,20,8,15,6,20.0,19.0
2016-08-15 07:00:00,27,8,15,7,20.0,20.0
2016-08-15 08:00:00,26,8,15,8,27.0,20.0
2016-08-15 09:00:00,30,8,15,9,26.0,27.0
2016-08-15 10:00:00,33,8,15,10,30.0,26.0
2016-08-15 11:00:00,39,8,15,11,33.0,30.0
2016-08-15 12:00:00,42,8,15,12,39.0,33.0
2016-08-15 13:00:00,35,8,15,13,42.0,39.0
2016-08-15 14:00:00,36,8,15,14,35.0,42.0
2016-08-15 15:00:00,37,8,15,15,36.0,35.0
2016-08-15 16:00:00,34,8,15,16,37.0,36.0
2016-08-15 17:00:00,42,8,15,17,34.0,37.0
2016-08-15 18:00:00,49,8,15,18,42.0,34.0
2016-08-15 19:00:00,52,8,15,19,49.0,42.0
2016-08-15 20:00:00,54,8,15,20,52.0,49.0
2016-08-15 21:00:00,53,8,15,21,54.0,52.0
2016-08-15 22:00:00,46,8,15,22,53.0,54.0
2016-08-15 23:00:00,50,8,15,23,46.0,53.0
2016-08-16 00:00:00,47,8,16,0,50.0,46.0
2016-08-16 01:00:00,37,8,16,1,47.0,50.0
2016-08-16 02:00:00,37,8,16,2,37.0,47.0
2016-08-16 03:00:00,26,8,16,3,37.0,37.0
2016-08-16 04:00:00,22,8,16,4,26.0,37.0
2016-08-16 05:00:00,20,8,16,5,22.0,26.0
2016-08-16 06:00:00,26,8,16,6,20.0,22.0
2016-08-16 07:00:00,30,8,16,7,26.0,20.0
2016-08-16 08:00:00,31,8,16,8,30.0,26.0
2016-08-16 09:00:00,34,8,16,9,31.0,30.0
2016-08-16 10:00:00,49,8,16,10,34.0,31.0
2016-08-16 11:00:00,60,8,16,11,49.0,34.0
2016-08-16 12:00:00,59,8,16,12,60.0,49.0
2016-08-16 13:00:00,51,8,16,13,59.0,60.0
2016-08-16 14:00:00,61,8,16,14,51.0,59.0
2016-08-16 15:00:00,64,8,16,15,61.0,51.0
2016-08-16 16:00:00,56,8,16,16,64.0,61.0
2016-08-16 17:00:00,57,8,16,17,56.0,64.0
2016-08-16 18:00:00,62,8,16,18,57.0,56.0
2016-08-16 19:00:00,65,8,16,19,62.0,57.0
2016-08-16 20:00:00,60,8,16,20,65.0,62.0
2016-08-16 21:00:00,54,8,16,21,60.0,65.0
2016-08-16 22:00:00,51,8,16,22,54.0,60.0
2016-08-16 23:00:00,48,8,16,23,51.0,54.0
2016-08-17 00:00:00,43,8,17,0,48.0,51.0
2016-08-17 01:00:00,42,8,17,1,43.0,48.0
2016-08-17 02:00:00,34,8,17,2,42.0,43.0
2016-08-17 03:00:00,25,8,17,3,34.0,42.0
2016-08-17 04:00:00,28,8,17,4,25.0,34.0
2016-08-17 05:00:00,27,8,17,5,28.0,25.0
2016-08-17 06:00:00,26,8,17,6,27.0,28.0
2016-08-17 07:00:00,30,8,17,7,26.0,27.0
2016-08-17 08:00:00,31,8,17,8,30.0,26.0
2016-08-17 09:00:00,40,8,17,9,31.0,30.0
2016-08-17 10:00:00,48,8,17,10,40.0,31.0
2016-08-17 11:00:00,56,8,17,11,48.0,40.0
2016-08-17 12:00:00,56,8,17,12,56.0,48.0
2016-08-17 13:00:00,50,8,17,13,56.0,56.0
2016-08-17 14:00:00,57,8,17,14,50.0,56.0
2016-08-17 15:00:00,57,8,17,15,57.0,50.0
2016-08-17 16:00:00,54,8,17,16,57.0,57.0
2016-08-17 17:00:00,51,8,17,17,54.0,57.0
2016-08-17 18:00:00,57,8,17,18,51.0,54.0
2016-08-17 19:00:00,65,8,17,19,57.0,51.0
2016-08-17 20:00:00,56,8,17,20,65.0,57.0
2016-08-17 21:00:00,56,8,17,21,56.0,65.0
2016-08-17 22:00:00,57,8,17,22,56.0,56.0
2016-08-17 23:00:00,52,8,17,23,57.0,56.0
2016-08-18 00:00:00,49,8,18,0,52.0,57.0
2016-08-18 01:00:00,45,8,18,1,49.0,52.0
2016-08-18 02:00:00,38,8,18,2,45.0,49.0
2016-08-18 03:00:00,25,8,18,3,38.0,45.0
2016-08-18 04:00:00,27,8,18,4,25.0,38.0
2016-08-18 05:00:00,25,8,18,5,27.0,25.0
2016-08-18 06:00:00,24,8,18,6,25.0,27.0
2016-08-18 07:00:00,30,8,18,7,24.0,25.0
2016-08-18 08:00:00,31,8,18,8,30.0,24.0
2016-08-18 09:00:00,40,8,18,9,31.0,30.0
2016-08-18 10:00:00,51,8,18,10,40.0,31.0
2016-08-18 11:00:00,55,8,18,11,51.0,40.0
2016-08-18 12:00:00,55,8,18,12,55.0,51.0
2016-08-18 13:00:00,51,8,18,13,55.0,55.0
2016-08-18 14:00:00,54,8,18,14,51.0,55.0
2016-08-18 15:00:00,53,8,18,15,54.0,51.0
2016-08-18 16:00:00,53,8,18,16,53.0,54.0
2016-08-18 17:00:00,53,8,18,17,53.0,53.0
2016-08-18 18:00:00,56,8,18,18,53.0,53.0
2016-08-18 19:00:00,58,8,18,19,56.0,53.0
2016-08-18 20:00:00,57,8,18,20,58.0,56.0
2016-08-18 21:00:00,50,8,18,21,57.0,58.0
2016-08-18 22:00:00,48,8,18,22,50.0,57.0
2016-08-18 23:00:00,51,8,18,23,48.0,50.0
2016-08-19 00:00:00,46,8,19,0,51.0,48.0
2016-08-19 01:00:00,39,8,19,1,46.0,51.0
2016-08-19 02:00:00,35,8,19,2,39.0,46.0
2016-08-19 03:00:00,24,8,19,3,35.0,39.0
2016-08-19 04:00:00,22,8,19,4,24.0,35.0
2016-08-19 05:00:00,21,8,19,5,22.0,24.0
2016-08-19 06:00:00,22,8,19,6,21.0,22.0
2016-08-19 07:00:00,25,8,19,7,22.0,21.0
2016-08-19 08:00:00,32,8,19,8,25.0,22.0
2016-08-19 09:00:00,33,8,19,9,32.0,25.0
2016-08-19 10:00:00,42,8,19,10,33.0,32.0
2016-08-19 11:00:00,55,8,19,11,42.0,33.0
2016-08-19 12:00:00,59,8,19,12,55.0,42.0
2016-08-19 13:00:00,49,8,19,13,59.0,55.0
2016-08-19 14:00:00,49,8,19,14,49.0,59.0
2016-08-19 15:00:00,50,8,19,15,49.0,49.0
2016-08-19 16:00:00,52,8,19,16,50.0,49.0
2016-08-19 17:00:00,54,8,19,17,52.0,50.0
2016-08-19 18:00:00,52,8,19,18,54.0,52.0
2016-08-19 19:00:00,52,8,19,19,52.0,54.0
2016-08-19 20:00:00,44,8,19,20,52.0,52.0
2016-08-19 21:00:00,46,8,19,21,44.0,52.0
2016-08-19 22:00:00,45,8,19,22,46.0,44.0
2016-08-19 23:00:00,44,8,19,23,45.0,46.0
2016-08-20 00:00:00,41,8,20,0,44.0,45.0
2016-08-20 01:00:00,29,8,20,1,41.0,44.0
2016-08-20 02:00:00,29,8,20,2,29.0,41.0
2016-08-20 03:00:00,24,8,20,3,29.0,29.0
2016-08-20 04:00:00,17,8,20,4,24.0,29.0
2016-08-20 05:00:00,16,8,20,5,17.0,24.0
2016-08-20 06:00:00,19,8,20,6,16.0,17.0
2016-08-20 07:00:00,18,8,20,7,19.0,16.0
2016-08-20 08:00:00,20,8,20,8,18.0,19.0
2016-08-20 09:00:00,23,8,20,9,20.0,18.0
2016-08-20 10:00:00,30,8,20,10,23.0,20.0
2016-08-20 11:00:00,34,8,20,11,30.0,23.0
2016-08-20 12:00:00,32,8,20,12,34.0,30.0
2016-08-20 13:00:00,40,8,20,13,32.0,34.0
2016-08-20 14:00:00,31,8,20,14,40.0,32.0
2016-08-20 15:00:00,36,8,20,15,31.0,40.0
2016-08-20 16:00:00,32,8,20,16,36.0,31.0
2016-08-20 17:00:00,34,8,20,17,32.0,36.0
2016-08-20 18:00:00,35,8,20,18,34.0,32.0
2016-08-20 19:00:00,41,8,20,19,35.0,34.0
2016-08-20 20:00:00,39,8,20,20,41.0,35.0
2016-08-20 21:00:00,40,8,20,21,39.0,41.0
2016-08-20 22:00:00,40,8,20,22,40.0,39.0
2016-08-20 23:00:00,31,8,20,23,40.0,40.0
2016-08-21 00:00:00,36,8,21,0,31.0,40.0
2016-08-21 01:00:00,28,8,21,1,36.0,31.0
2016-08-21 02:00:00,23,8,21,2,28.0,36.0
2016-08-21 03:00:00,16,8,21,3,23.0,28.0
2016-08-21 04:00:00,14,8,21,4,16.0,23.0
2016-08-21 05:00:00,17,8,21,5,14.0,16.0
2016-08-21 06:00:00,15,8,21,6,17.0,14.0
2016-08-21 07:00:00,16,8,21,7,15.0,17.0
2016-08-21 08:00:00,17,8,21,8,16.0,15.0
2016-08-21 09:00:00,30,8,21,9,17.0,16.0
2016-08-21 10:00:00,31,8,21,10,30.0,17.0
2016-08-21 11:00:00,36,8,21,11,31.0,30.0
2016-08-21 12:00:00,38,8,21,12,36.0,31.0
2016-08-21 13:00:00,32,8,21,13,38.0,36.0
2016-08-21 14:00:00,32,8,21,14,32.0,38.0
2016-08-21 15:00:00,28,8,21,15,32.0,32.0
2016-08-21 16:00:00,32,8,21,16,28.0,32.0
2016-08-21 17:00:00,32,8,21,17,32.0,28.0
2016-08-21 18:00:00,41,8,21,18,32.0,32.0
2016-08-21 19:00:00,44,8,21,19,41.0,32.0
2016-08-21 20:00:00,41,8,21,20,44.0,41.0
2016-08-21 21:00:00,46,8,21,21,41.0,44.0
2016-08-21 22:00:00,42,8,21,22,46.0,41.0
2016-08-21 23:00:00,39,8,21,23,42.0,46.0
2016-08-22 00:00:00,32,8,22,0,39.0,42.0
2016-08-22 01:00:00,25,8,22,1,32.0,39.0
2016-08-22 02:00:00,27,8,22,2,25.0,32.0
2016-08-22 03:00:00,23,8,22,3,27.0,25.0
2016-08-22 04:00:00,18,8,22,4,23.0,27.0
2016-08-22 05:00:00,18,8,22,5,18.0,23.0
2016-08-22 06:00:00,25,8,22,6,18.0,18.0
2016-08-22 07:00:00,29,8,22,7,25.0,18.0
2016-08-22 08:00:00,31,8,22,8,29.0,25.0
2016-08-22 09:00:00,36,8,22,9,31.0,29.0
2016-08-22 10:00:00,50,8,22,10,36.0,31.0
2016-08-22 11:00:00,78,8,22,11,50.0,36.0
2016-08-22 12:00:00,74,8,22,12,78.0,50.0
2016-08-22 13:00:00,60,8,22,13,74.0,78.0
2016-08-22 14:00:00,64,8,22,14,60.0,74.0
2016-08-22 15:00:00,64,8,22,15,64.0,60.0
2016-08-22 16:00:00,62,8,22,16,64.0,64.0
2016-08-22 17:00:00,59,8,22,17,62.0,64.0
2016-08-22 18:00:00,62,8,22,18,59.0,62.0
2016-08-22 19:00:00,69,8,22,19,62.0,59.0
2016-08-22 20:00:00,63,8,22,20,69.0,62.0
2016-08-22 21:00:00,61,8,22,21,63.0,69.0
2016-08-22 22:00:00,61,8,22,22,61.0,63.0
2016-08-22 23:00:00,53,8,22,23,61.0,61.0
2016-08-23 00:00:00,52,8,23,0,53.0,61.0
2016-08-23 01:00:00,43,8,23,1,52.0,53.0
2016-08-23 02:00:00,39,8,23,2,43.0,52.0
2016-08-23 03:00:00,27,8,23,3,39.0,43.0
2016-08-23 04:00:00,23,8,23,4,27.0,39.0
2016-08-23 05:00:00,21,8,23,5,23.0,27.0
2016-08-23 06:00:00,29,8,23,6,21.0,23.0
2016-08-23 07:00:00,31,8,23,7,29.0,21.0
2016-08-23 08:00:00,34,8,23,8,31.0,29.0
2016-08-23 09:00:00,43,8,23,9,34.0,31.0
2016-08-23 10:00:00,56,8,23,10,43.0,34.0
2016-08-23 11:00:00,65,8,23,11,56.0,43.0
2016-08-23 12:00:00,67,8,23,12,65.0,56.0
2016-08-23 13:00:00,55,8,23,13,67.0,65.0
2016-08-23 14:00:00,66,8,23,14,55.0,67.0
2016-08-23 15:00:00,61,8,23,15,66.0,55.0
2016-08-23 16:00:00,59,8,23,16,61.0,66.0
2016-08-23 17:00:00,60,8,23,17,59.0,61.0
2016-08-23 18:00:00,59,8,23,18,60.0,59.0
2016-08-23 19:00:00,63,8,23,19,59.0,60.0
2016-08-23 20:00:00,65,8,23,20,63.0,59.0
2016-08-23 21:00:00,60,8,23,21,65.0,63.0
2016-08-23 22:00:00,54,8,23,22,60.0,65.0
2016-08-23 23:00:00,49,8,23,23,54.0,60.0
2016-08-24 00:00:00,46,8,24,0,49.0,54.0
2016-08-24 01:00:00,42,8,24,1,46.0,49.0
2016-08-24 02:00:00,36,8,24,2,42.0,46.0
2016-08-24 03:00:00,26,8,24,3,36.0,42.0
2016-08-24 04:00:00,27,8,24,4,26.0,36.0
2016-08-24 05:00:00,23,8,24,5,27.0,26.0
2016-08-24 06:00:00,27,8,24,6,23.0,27.0
2016-08-24 07:00:00,29,8,24,7,27.0,23.0
2016-08-24 08:00:00,34,8,24,8,29.0,27.0
2016-08-24 09:00:00,41,8,24,9,34.0,29.0
2016-08-24 10:00:00,50,8,24,10,41.0,34.0
2016-08-24 11:00:00,72,8,24,11,50.0,41.0
2016-08-24 12:00:00,73,8,24,12,72.0,50.0
2016-08-24 13:00:00,57,8,24,13,73.0,72.0
2016-08-24 14:00:00,64,8,24,14,57.0,73.0
2016-08-24 15:00:00,59,8,24,15,64.0,57.0
2016-08-24 16:00:00,58,8,24,16,59.0,64.0
2016-08-24 17:00:00,61,8,24,17,58.0,59.0
2016-08-24 18:00:00,65,8,24,18,61.0,58.0
2016-08-24 19:00:00,69,8,24,19,65.0,61.0
2016-08-24 20:00:00,60,8,24,20,69.0,65.0
2016-08-24 21:00:00,57,8,24,21,60.0,69.0
2016-08-24 22:00:00,59,8,24,22,57.0,60.0
2016-08-24 23:00:00,54,8,24,23,59.0,57.0
2016-08-25 00:00:00,26,8,25,0,54.0,59.0
2016-08-25 01:00:00,16,8,25,1,26.0,54.0
2016-08-25 02:00:00,5,8,25,2,16.0,26.0
2016-08-25 03:00:00,27,8,25,3,5.0,16.0
2016-08-25 04:00:00,26,8,25,4,27.0,5.0
2016-08-25 05:00:00,19,8,25,5,26.0,27.0
2016-08-25 06:00:00,23,8,25,6,19.0,26.0
2016-08-25 07:00:00,31,8,25,7,23.0,19.0
2016-08-25 08:00:00,35,8,25,8,31.0,23.0
2016-08-25 09:00:00,42,8,25,9,35.0,31.0
2016-08-25 10:00:00,47,8,25,10,42.0,35.0
2016-08-25 11:00:00,55,8,25,11,47.0,42.0
2016-08-25 12:00:00,63,8,25,12,55.0,47.0
2016-08-25 13:00:00,53,8,25,13,63.0,55.0
2016-08-25 14:00:00,59,8,25,14,53.0,63.0
2016-08-25 15:00:00,52,8,25,15,59.0,53.0
2016-08-25 16:00:00,55,8,25,16,52.0,59.0
2016-08-25 17:00:00,55,8,25,17,55.0,52.0
2016-08-25 18:00:00,55,8,25,18,55.0,55.0
2016-08-25 19:00:00,64,8,25,19,55.0,55.0
2016-08-25 20:00:00,63,8,25,20,64.0,55.0
2016-08-25 21:00:00,59,8,25,21,63.0,64.0
2016-08-25 22:00:00,54,8,25,22,59.0,63.0
2016-08-25 23:00:00,47,8,25,23,54.0,59.0
2016-08-26 00:00:00,46,8,26,0,47.0,54.0
2016-08-26 01:00:00,38,8,26,1,46.0,47.0
2016-08-26 02:00:00,32,8,26,2,38.0,46.0
2016-08-26 03:00:00,26,8,26,3,32.0,38.0
2016-08-26 04:00:00,23,8,26,4,26.0,32.0
2016-08-26 05:00:00,22,8,26,5,23.0,26.0
2016-08-26 06:00:00,27,8,26,6,22.0,23.0
2016-08-26 07:00:00,29,8,26,7,27.0,22.0
2016-08-26 08:00:00,33,8,26,8,29.0,27.0
2016-08-26 09:00:00,40,8,26,9,33.0,29.0
2016-08-26 10:00:00,59,8,26,10,40.0,33.0
2016-08-26 11:00:00,62,8,26,11,59.0,40.0
2016-08-26 12:00:00,63,8,26,12,62.0,59.0
2016-08-26 13:00:00,56,8,26,13,63.0,62.0
2016-08-26 14:00:00,58,8,26,14,56.0,63.0
2016-08-26 15:00:00,61,8,26,15,58.0,56.0
2016-08-26 16:00:00,51,8,26,16,61.0,58.0
2016-08-26 17:00:00,51,8,26,17,51.0,61.0
2016-08-26 18:00:00,58,8,26,18,51.0,51.0
2016-08-26 19:00:00,57,8,26,19,58.0,51.0
2016-08-26 20:00:00,56,8,26,20,57.0,58.0
2016-08-26 21:00:00,46,8,26,21,56.0,57.0
2016-08-26 22:00:00,48,8,26,22,46.0,56.0
2016-08-26 23:00:00,48,8,26,23,48.0,46.0
2016-08-27 00:00:00,40,8,27,0,48.0,48.0
2016-08-27 01:00:00,36,8,27,1,40.0,48.0
2016-08-27 02:00:00,29,8,27,2,36.0,40.0
2016-08-27 03:00:00,25,8,27,3,29.0,36.0
2016-08-27 04:00:00,22,8,27,4,25.0,29.0
2016-08-27 05:00:00,16,8,27,5,22.0,25.0
2016-08-27 06:00:00,17,8,27,6,16.0,22.0
2016-08-27 07:00:00,20,8,27,7,17.0,16.0
2016-08-27 08:00:00,22,8,27,8,20.0,17.0
2016-08-27 09:00:00,27,8,27,9,22.0,20.0
2016-08-27 10:00:00,34,8,27,10,27.0,22.0
2016-08-27 11:00:00,36,8,27,11,34.0,27.0
2016-08-27 12:00:00,35,8,27,12,36.0,34.0
